Date,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated
1/12/2008,04:00,FALSE,0.717465753,53,28,6.9,2,4,100,6,30.13,0
1/12/2008,07:00,TRUE,0.409246575,53,28,6.9,4,0.25,100,3,30.14,0
1/12/2008,10:00,TRUE,0.101027397,53,28,6.9,4,3,96,7,30.18,2184
1/12/2008,13:00,TRUE,0.207191781,53,28,6.9,4,4,86,9,30.14,2907
1/12/2008,16:00,TRUE,0.515410959,53,28,6.9,4,6,80,11,30.13,469
1/12/2008,19:00,FALSE,0.823630137,53,28,6.9,3,10,80,9,30.12,0
1/12/2008,22:00,FALSE,1.131849315,53,28,6.9,4,10,80,9,30.15,0
2/12/2008,01:00,FALSE,1.027444254,56,28,6.9,4,10,83,9,30.16,0
2/12/2008,04:00,FALSE,0.718696398,56,28,6.9,4,10,86,11,30.17,0
2/12/2008,07:00,TRUE,0.409948542,56,28,6.9,4,7,96,8,30.18,0
2/12/2008,10:00,TRUE,0.101200686,56,28,6.9,3,9,81,9,30.2,10230
2/12/2008,13:00,TRUE,0.20754717,56,28,6.9,1,10,75,5,30.14,19145
2/12/2008,16:00,TRUE,0.516295026,56,28,6.9,2,10,70,10,30.15,5666
2/12/2008,19:00,FALSE,0.825042882,56,28,6.9,1,10,86,5,30.16,0
2/12/2008,22:00,FALSE,1.133790738,56,28,6.9,0,10,90,0,30.19,0
3/12/2008,01:00,FALSE,1.030927835,53,33,3.7,0,8,90,5,30.17,0
3/12/2008,04:00,FALSE,0.721649485,53,33,3.7,4,5,93,0,30.18,0
3/12/2008,07:00,TRUE,0.412371134,53,33,3.7,4,0,100,0,30.2,0
3/12/2008,10:00,TRUE,0.103092784,53,33,3.7,4,1.5,100,3,30.2,5857
3/12/2008,13:00,TRUE,0.206185567,53,33,3.7,3,5,80,5,30.12,14677
3/12/2008,16:00,TRUE,0.515463918,53,33,3.7,4,6,69,3,30.1,3724
3/12/2008,19:00,FALSE,0.824742268,53,33,3.7,3,9,86,6,30.09,0
3/12/2008,22:00,FALSE,1.134020619,53,33,3.7,3,9,83,7,30.08,0
4/12/2008,01:00,FALSE,1.032702238,54,6,7.4,2,10,77,11,30.06,0
4/12/2008,04:00,FALSE,0.722891566,54,6,7.4,2,10,80,13,30.05,0
4/12/2008,07:00,TRUE,0.413080895,54,6,7.4,4,5,80,13,30.06,188
4/12/2008,10:00,TRUE,0.103270224,54,6,7.4,4,5,77,7,30.07,13982
4/12/2008,13:00,TRUE,0.206540448,54,6,7.4,0,7,64,6,30.03,21285
4/12/2008,16:00,TRUE,0.516351119,54,6,7.4,0,8,67,0,30,5652
4/12/2008,19:00,FALSE,0.82616179,54,6,7.4,0,8,83,5,30.02,0
4/12/2008,22:00,FALSE,1.135972461,54,6,7.4,0,9,77,0,30.08,0
5/12/2008,01:00,FALSE,1.036206897,54,15,3.5,0,10,83,5,30.11,0
5/12/2008,04:00,FALSE,0.725862069,54,15,3.5,0,10,89,5,30.14,0
5/12/2008,07:00,TRUE,0.415517241,54,15,3.5,1,6,86,6,30.17,117
5/12/2008,10:00,TRUE,0.105172414,54,15,3.5,1,6,72,6,30.23,13253
5/12/2008,13:00,TRUE,0.205172414,54,15,3.5,1,9,56,0,30.18,20321
5/12/2008,16:00,TRUE,0.515517241,54,15,3.5,3,10,46,0,30.16,5999
5/12/2008,19:00,FALSE,0.825862069,54,15,3.5,2,10,55,0,30.19,0
5/12/2008,22:00,FALSE,1.136206897,54,15,3.5,1,10,71,5,30.23,0
6/12/2008,01:00,FALSE,1.036206897,51,3,3.6,1,10,68,0,30.22,0
6/12/2008,04:00,FALSE,0.725862069,51,3,3.6,0,10,74,0,30.21,0
6/12/2008,07:00,TRUE,0.415517241,51,3,3.6,1,10,86,0,30.24,110
6/12/2008,10:00,TRUE,0.105172414,51,3,3.6,1,8,77,7,30.26,13734
6/12/2008,13:00,TRUE,0.205172414,51,3,3.6,1,7,62,0,30.21,20887
6/12/2008,16:00,TRUE,0.515517241,51,3,3.6,1,8,72,3,30.18,5603
6/12/2008,19:00,FALSE,0.825862069,51,3,3.6,1,9,77,3,30.17,0
6/12/2008,22:00,FALSE,1.136206897,51,3,3.6,1,10,80,0,30.18,0
7/12/2008,01:00,FALSE,1.037996546,50,27,6.6,2,8,86,6,30.17,0
7/12/2008,04:00,FALSE,0.727115717,50,27,6.6,2,5,89,6,30.16,0
7/12/2008,07:00,TRUE,0.416234888,50,27,6.6,2,4,96,6,30.13,140
7/12/2008,10:00,TRUE,0.105354059,50,27,6.6,4,2.5,86,0,30.15,12328
7/12/2008,13:00,TRUE,0.20552677,50,27,6.6,4,6,80,11,30.1,11715
7/12/2008,16:00,TRUE,0.516407599,50,27,6.6,4,10,74,10,30.08,3854
7/12/2008,19:00,FALSE,0.827288428,50,27,6.6,4,10,80,8,30.06,0
7/12/2008,22:00,FALSE,1.138169257,50,27,6.6,4,10,80,6,30.07,0
8/12/2008,01:00,FALSE,1.041522491,50,33,4.9,4,10,80,6,30.06,0
8/12/2008,04:00,FALSE,0.730103806,50,33,4.9,3,10,86,9,30.07,0
8/12/2008,07:00,TRUE,0.418685121,50,33,4.9,3,9,86,3,30.05,90
8/12/2008,10:00,TRUE,0.107266436,50,33,4.9,3,9,77,8,30.1,3336
8/12/2008,13:00,TRUE,0.204152249,50,33,4.9,1,10,77,9,30.07,15878
8/12/2008,16:00,TRUE,0.515570934,50,33,4.9,2,10,71,0,30.07,5654
8/12/2008,19:00,FALSE,0.826989619,50,33,4.9,1,10,74,0,30.08,0
8/12/2008,22:00,FALSE,1.138408304,50,33,4.9,0,10,86,3,30.09,0
9/12/2008,01:00,FALSE,1.043327556,49,6,6.4,0,10,89,3,30.11,0
9/12/2008,04:00,FALSE,0.731369151,49,6,6.4,1,10,93,3,30.16,0
9/12/2008,07:00,TRUE,0.419410745,49,6,6.4,1,10,57,7,30.23,108
9/12/2008,10:00,TRUE,0.10745234,49,6,6.4,1,10,49,6,30.27,13962
9/12/2008,13:00,TRUE,0.204506066,49,6,6.4,1,10,55,7,30.23,21545
9/12/2008,16:00,TRUE,0.516464471,49,6,6.4,1,10,67,11,30.26,5580
9/12/2008,19:00,FALSE,0.828422877,49,6,6.4,0,10,69,6,30.31,0
9/12/2008,22:00,FALSE,1.140381282,49,6,6.4,0,10,80,0,30.35,0
10/12/2008,01:00,FALSE,1.046875,51,12,4,0,9,89,6,30.36,0
10/12/2008,04:00,FALSE,0.734375,51,12,4,0,9,86,6,30.35,0
10/12/2008,07:00,TRUE,0.421875,51,12,4,0,6,80,10,30.36,98
10/12/2008,10:00,TRUE,0.109375,51,12,4,0,5,74,3,30.4,13185
10/12/2008,13:00,TRUE,0.203125,51,12,4,0,8,51,3,30.32,20658
10/12/2008,16:00,TRUE,0.515625,51,12,4,1,9,78,6,30.26,5430
10/12/2008,19:00,FALSE,0.828125,51,12,4,0,10,69,3,30.25,0
10/12/2008,22:00,FALSE,1.140625,51,12,4,1,10,74,3,30.27,0
11/12/2008,01:00,FALSE,1.046875,50,29,4.9,0,10,80,0,30.22,0
11/12/2008,04:00,FALSE,0.734375,50,29,4.9,1,10,83,0,30.18,0
11/12/2008,07:00,TRUE,0.421875,50,29,4.9,1,10,83,9,30.18,25
11/12/2008,10:00,TRUE,0.109375,50,29,4.9,3,8,72,0,30.18,12722
11/12/2008,13:00,TRUE,0.203125,50,29,4.9,3,9,67,5,30.1,17127
11/12/2008,16:00,TRUE,0.515625,50,29,4.9,3,6,78,0,30.04,4287
11/12/2008,19:00,FALSE,0.828125,50,29,4.9,1,10,75,13,29.99,0
11/12/2008,22:00,FALSE,1.140625,50,29,4.9,2,9,90,11,30,0
12/12/2008,01:00,FALSE,1.050434783,53,27,9.4,4,8,90,8,29.97,0
12/12/2008,04:00,FALSE,0.737391304,53,27,9.4,4,10,86,0,29.94,0
12/12/2008,07:00,TRUE,0.424347826,53,27,9.4,2,6,89,3,29.95,101
12/12/2008,10:00,TRUE,0.111304348,53,27,9.4,1,4,80,0,29.97,12297
12/12/2008,13:00,TRUE,0.20173913,53,27,9.4,3,9,67,8,29.9,15931
12/12/2008,16:00,TRUE,0.514782609,53,27,9.4,4,9,83,14,29.88,2812
12/12/2008,19:00,FALSE,0.827826087,53,27,9.4,4,10,80,29,29.86,0
12/12/2008,22:00,FALSE,1.140869565,53,27,9.4,4,10,90,7,29.85,0
13/12/2008,01:00,FALSE,1.050434783,49,29,15.9,3,10,72,22,29.84,0
13/12/2008,04:00,FALSE,0.737391304,49,29,15.9,4,9,69,22,29.85,0
13/12/2008,07:00,TRUE,0.424347826,49,29,15.9,2,10,66,14,29.89,75
13/12/2008,10:00,TRUE,0.111304348,49,29,15.9,2,10,57,15,29.92,12944
13/12/2008,13:00,TRUE,0.20173913,49,29,15.9,3,10,51,20,29.87,17309
13/12/2008,16:00,TRUE,0.514782609,49,29,15.9,2,10,61,16,29.85,3618
13/12/2008,19:00,FALSE,0.827826087,49,29,15.9,2,10,66,20,29.89,0
13/12/2008,22:00,FALSE,1.140869565,49,29,15.9,3,10,63,10,29.92,0
14/12/2008,01:00,FALSE,1.054006969,45,16,7.8,2,10,68,8,29.91,0
14/12/2008,04:00,FALSE,0.740418118,45,16,7.8,2,10,76,6,29.93,0
14/12/2008,07:00,TRUE,0.426829268,45,16,7.8,3,10,83,7,29.95,0
14/12/2008,10:00,TRUE,0.113240418,45,16,7.8,4,10,74,13,29.95,738
14/12/2008,13:00,TRUE,0.200348432,45,16,7.8,4,10,80,6,29.89,4194
14/12/2008,16:00,TRUE,0.513937282,45,16,7.8,4,4,86,0,29.83,223
14/12/2008,19:00,FALSE,0.827526132,45,16,7.8,4,9,93,8,29.79,0
14/12/2008,22:00,FALSE,1.141114983,45,16,7.8,3,10,89,10,29.77,0
15/12/2008,01:00,FALSE,1.054006969,46,21,8.9,3,10,93,8,29.75,0
15/12/2008,04:00,FALSE,0.740418118,46,21,8.9,3,10,83,7,29.75,0
15/12/2008,07:00,TRUE,0.426829268,46,21,8.9,4,9,80,8,29.76,0
15/12/2008,10:00,TRUE,0.113240418,46,21,8.9,3,9,77,9,29.81,10192
15/12/2008,13:00,TRUE,0.200348432,46,21,8.9,2,10,66,16,29.79,13049
15/12/2008,16:00,TRUE,0.513937282,46,21,8.9,3,10,61,15,29.79,198
15/12/2008,19:00,FALSE,0.827526132,46,21,8.9,3,10,93,8,29.82,0
15/12/2008,22:00,FALSE,1.141114983,46,21,8.9,2,10,89,5,29.87,0
16/12/2008,01:00,FALSE,1.057591623,43,5,9.3,3,10,76,3,29.89,0
16/12/2008,04:00,FALSE,0.743455497,43,5,9.3,3,10,93,3,29.9,0
16/12/2008,07:00,TRUE,0.429319372,43,5,9.3,4,4,93,9,29.93,0
16/12/2008,10:00,TRUE,0.115183246,43,5,9.3,3,10,86,10,29.99,4935
16/12/2008,13:00,TRUE,0.19895288,43,5,9.3,3,10,74,7,29.97,8729
16/12/2008,16:00,TRUE,0.513089005,43,5,9.3,3,10,83,20,29.99,1599
16/12/2008,19:00,FALSE,0.827225131,43,5,9.3,3,10,83,16,30.02,0
16/12/2008,22:00,FALSE,1.141361257,43,5,9.3,2,10,83,6,30.03,0
17/12/2008,01:00,FALSE,1.057591623,43,29,8.4,1,10,63,10,30.04,0
17/12/2008,04:00,FALSE,0.743455497,43,29,8.4,1,10,58,9,30.05,0
17/12/2008,07:00,TRUE,0.429319372,43,29,8.4,1,10,73,0,30.05,0
17/12/2008,10:00,TRUE,0.115183246,43,29,8.4,0,10,60,3,30.04,13602
17/12/2008,13:00,TRUE,0.19895288,43,29,8.4,1,10,44,5,29.96,22524
17/12/2008,16:00,TRUE,0.513089005,43,29,8.4,1,10,59,14,29.91,6311
17/12/2008,19:00,FALSE,0.827225131,43,29,8.4,0,10,71,10,29.91,0
17/12/2008,22:00,FALSE,1.141361257,43,29,8.4,0,10,68,14,29.92,0
18/12/2008,01:00,FALSE,1.059336824,47,20,8.7,0,10,63,7,29.92,0
18/12/2008,04:00,FALSE,0.745200698,47,20,8.7,0,10,65,6,29.97,0
18/12/2008,07:00,TRUE,0.431064572,47,20,8.7,1,10,77,7,30.05,37
18/12/2008,10:00,TRUE,0.116928447,47,20,8.7,2,10,80,6,30.12,8699
18/12/2008,13:00,TRUE,0.197207679,47,20,8.7,3,10,74,8,30.13,10968
18/12/2008,16:00,TRUE,0.511343805,47,20,8.7,4,10,69,11,30.14,3407
18/12/2008,19:00,FALSE,0.82547993,47,20,8.7,3,10,74,9,30.17,0
18/12/2008,22:00,FALSE,1.139616056,47,20,8.7,3,10,80,14,30.22,0
19/12/2008,01:00,FALSE,1.059336824,49,26,9.2,3,10,80,14,30.23,0
19/12/2008,04:00,FALSE,0.745200698,49,26,9.2,4,10,86,11,30.23,0
19/12/2008,07:00,TRUE,0.431064572,49,26,9.2,4,10,96,0,30.27,0
19/12/2008,10:00,TRUE,0.116928447,49,26,9.2,3,9,80,8,30.32,7715
19/12/2008,13:00,TRUE,0.197207679,49,26,9.2,2,10,59,14,30.3,18824
19/12/2008,16:00,TRUE,0.511343805,49,26,9.2,2,10,59,16,30.31,5367
19/12/2008,19:00,FALSE,0.82547993,49,26,9.2,1,10,71,10,30.34,0
19/12/2008,22:00,FALSE,1.139616056,49,26,9.2,1,10,77,9,30.36,0
20/12/2008,01:00,FALSE,1.061082024,43,29,2.3,1,10,73,6,30.37,0
20/12/2008,04:00,FALSE,0.746945899,43,29,2.3,0,10,82,5,30.35,0
20/12/2008,07:00,TRUE,0.432809773,43,29,2.3,1,10,82,0,30.36,91
20/12/2008,10:00,TRUE,0.118673647,43,29,2.3,2,10,74,0,30.4,12388
20/12/2008,13:00,TRUE,0.195462478,43,29,2.3,2,10,61,0,30.33,20205
20/12/2008,16:00,TRUE,0.509598604,43,29,2.3,3,10,61,0,30.29,5310
20/12/2008,19:00,FALSE,0.823734729,43,29,2.3,3,10,63,3,30.27,0
20/12/2008,22:00,FALSE,1.137870855,43,29,2.3,2,10,63,5,30.27,0
21/12/2008,01:00,FALSE,1.061082024,49,12,5.1,3,10,68,3,30.24,0
21/12/2008,04:00,FALSE,0.746945899,49,12,5.1,3,10,77,3,30.22,0
21/12/2008,07:00,TRUE,0.432809773,49,12,5.1,4,10,74,0,30.19,104
21/12/2008,10:00,TRUE,0.118673647,49,12,5.1,4,10,71,0,30.19,881
21/12/2008,13:00,TRUE,0.195462478,49,12,5.1,4,8,86,6,30.07,2223
21/12/2008,16:00,TRUE,0.509598604,49,12,5.1,4,5,86,10,29.99,612
21/12/2008,19:00,FALSE,0.823734729,49,12,5.1,4,4,100,10,29.9,0
21/12/2008,22:00,FALSE,1.137870855,49,12,5.1,4,10,96,10,29.87,0
22/12/2008,01:00,FALSE,1.062827225,48,26,8.9,2,10,83,7,29.83,0
22/12/2008,04:00,FALSE,0.748691099,48,26,8.9,3,10,89,3,29.86,0
22/12/2008,07:00,TRUE,0.434554974,48,26,8.9,1,10,89,0,29.89,0
22/12/2008,10:00,TRUE,0.120418848,48,26,8.9,1,10,69,9,29.91,13034
22/12/2008,13:00,TRUE,0.193717277,48,26,8.9,3,10,71,11,29.89,10962
22/12/2008,16:00,TRUE,0.507853403,48,26,8.9,3,10,71,11,29.88,2553
22/12/2008,19:00,FALSE,0.821989529,48,26,8.9,2,10,80,7,29.89,0
22/12/2008,22:00,FALSE,1.136125654,48,26,8.9,3,9,77,14,29.92,0
23/12/2008,01:00,FALSE,1.062827225,47,13,3.6,3,10,86,0,29.9,0
23/12/2008,04:00,FALSE,0.748691099,47,13,3.6,4,10,93,5,29.91,0
23/12/2008,07:00,TRUE,0.434554974,47,13,3.6,2,10,83,0,29.93,0
23/12/2008,10:00,TRUE,0.120418848,47,13,3.6,3,10,77,0,29.96,8491
23/12/2008,13:00,TRUE,0.193717277,47,13,3.6,3,10,77,8,29.93,12958
23/12/2008,16:00,TRUE,0.507853403,47,13,3.6,3,10,69,5,29.9,6769
23/12/2008,19:00,FALSE,0.821989529,47,13,3.6,4,10,71,3,29.89,0
23/12/2008,22:00,FALSE,1.136125654,47,13,3.6,4,10,77,6,29.89,0
24/12/2008,01:00,FALSE,1.064572426,51,14,10.4,4,10,83,9,29.88,0
24/12/2008,04:00,FALSE,0.7504363,51,14,10.4,4,8,83,6,29.84,0
24/12/2008,07:00,TRUE,0.436300175,51,14,10.4,4,10,83,5,29.82,0
24/12/2008,10:00,TRUE,0.122164049,51,14,10.4,4,10,80,7,29.84,2014
24/12/2008,13:00,TRUE,0.191972077,51,14,10.4,4,10,77,10,29.81,1672
24/12/2008,16:00,TRUE,0.506108202,51,14,10.4,4,10,72,10,29.78,212
24/12/2008,19:00,FALSE,0.820244328,51,14,10.4,4,10,77,6,29.77,0
24/12/2008,22:00,FALSE,1.134380454,51,14,10.4,4,10,75,22,29.72,0
25/12/2008,01:00,FALSE,1.06271777,47,28,21.1,4,10,86,30,29.65,0
25/12/2008,04:00,FALSE,0.74912892,47,28,21.1,4,8,90,15,29.64,0
25/12/2008,07:00,TRUE,0.43554007,47,28,21.1,4,10,93,24,29.67,0
25/12/2008,10:00,TRUE,0.12195122,47,28,21.1,3,6,96,25,29.79,7417
25/12/2008,13:00,TRUE,0.191637631,47,28,21.1,2,10,57,28,29.81,20992
25/12/2008,16:00,TRUE,0.505226481,47,28,21.1,2,10,68,26,29.86,5808
25/12/2008,19:00,FALSE,0.818815331,47,28,21.1,1,10,68,20,29.91,0
25/12/2008,22:00,FALSE,1.132404181,47,28,21.1,1,10,66,16,29.98,0
26/12/2008,01:00,FALSE,1.06445993,47,29,4.9,0,10,71,10,30.04,0
26/12/2008,04:00,FALSE,0.75087108,47,29,4.9,0,10,71,9,30.09,0
26/12/2008,07:00,TRUE,0.43728223,47,29,4.9,0,10,74,8,30.17,0
26/12/2008,10:00,TRUE,0.12369338,47,29,4.9,1,10,68,0,30.25,13246
26/12/2008,13:00,TRUE,0.18989547,47,29,4.9,1,10,54,5,30.24,22387
26/12/2008,16:00,TRUE,0.503484321,47,29,4.9,2,10,52,0,30.26,6491
26/12/2008,19:00,FALSE,0.817073171,47,29,4.9,3,10,71,8,30.29,0
26/12/2008,22:00,FALSE,1.130662021,47,29,4.9,3,10,74,0,30.32,0
27/12/2008,01:00,FALSE,1.06445993,45,12,1.3,1,10,83,0,30.32,0
27/12/2008,04:00,FALSE,0.75087108,45,12,1.3,2,10,89,0,30.34,0
27/12/2008,07:00,TRUE,0.43728223,45,12,1.3,2,10,93,0,30.37,0
27/12/2008,10:00,TRUE,0.12369338,45,12,1.3,2,10,80,3,30.42,6570
27/12/2008,13:00,TRUE,0.18989547,45,12,1.3,3,10,71,5,30.37,13748
27/12/2008,16:00,TRUE,0.503484321,45,12,1.3,3,10,66,0,30.36,1869
27/12/2008,19:00,FALSE,0.817073171,45,12,1.3,3,10,77,0,30.36,0
27/12/2008,22:00,FALSE,1.130662021,45,12,1.3,3,10,77,0,30.39,0
28/12/2008,01:00,FALSE,1.064347826,51,10,2.4,4,10,86,0,30.38,0
28/12/2008,04:00,FALSE,0.751304348,51,10,2.4,4,10,89,3,30.38,0
28/12/2008,07:00,TRUE,0.43826087,51,10,2.4,2,10,89,0,30.37,101
28/12/2008,10:00,TRUE,0.125217391,51,10,2.4,3,10,86,8,30.39,11039
28/12/2008,13:00,TRUE,0.187826087,51,10,2.4,3,10,80,0,30.33,14950
28/12/2008,16:00,TRUE,0.500869565,51,10,2.4,3,10,67,0,30.28,6341
28/12/2008,19:00,FALSE,0.813913043,51,10,2.4,2,10,80,3,30.27,0
28/12/2008,22:00,FALSE,1.126956522,51,10,2.4,3,10,86,5,30.27,0
29/12/2008,01:00,FALSE,1.064347826,51,30,3.2,2,10,89,3,30.26,0
29/12/2008,04:00,FALSE,0.751304348,51,30,3.2,3,9,93,0,30.26,0
29/12/2008,07:00,TRUE,0.43826087,51,30,3.2,3,9,93,0,30.28,0
29/12/2008,10:00,TRUE,0.125217391,51,30,3.2,3,6,90,5,30.3,3729
29/12/2008,13:00,TRUE,0.187826087,51,30,3.2,3,6,86,3,30.25,8365
29/12/2008,16:00,TRUE,0.500869565,51,30,3.2,2,10,72,0,30.22,6822
29/12/2008,19:00,FALSE,0.813913043,51,30,3.2,1,10,93,8,30.2,0
29/12/2008,22:00,FALSE,1.126956522,51,30,3.2,1,10,90,3,30.22,0
30/12/2008,01:00,FALSE,1.066086957,50,34,4.6,1,10,89,0,30.21,0
30/12/2008,04:00,FALSE,0.753043478,50,34,4.6,2,6,93,5,30.21,0
30/12/2008,07:00,TRUE,0.44,50,34,4.6,3,5,96,9,30.21,15
30/12/2008,10:00,TRUE,0.126956522,50,34,4.6,3,0.75,93,6,30.23,12426
30/12/2008,13:00,TRUE,0.186086957,50,34,4.6,1,5,86,3,30.15,22458
30/12/2008,16:00,TRUE,0.499130435,50,34,4.6,1,10,83,6,30.12,7453
30/12/2008,19:00,FALSE,0.812173913,50,34,4.6,1,10,86,6,30.15,0
30/12/2008,22:00,FALSE,1.125217391,50,34,4.6,1,10,93,7,30.19,0
31/12/2008,01:00,FALSE,1.064236111,48,30,4.1,3,7,96,7,30.2,0
31/12/2008,04:00,FALSE,0.751736111,48,30,4.1,4,0.5,96,0,30.2,0
31/12/2008,07:00,TRUE,0.439236111,48,30,4.1,4,0.25,96,5,30.22,0
31/12/2008,10:00,TRUE,0.126736111,48,30,4.1,4,0.5,96,3,30.26,2423
31/12/2008,13:00,TRUE,0.185763889,48,30,4.1,1,2.5,96,3,30.2,15177
31/12/2008,16:00,TRUE,0.498263889,48,30,4.1,3,1.25,96,8,30.18,5904
31/12/2008,19:00,FALSE,0.810763889,48,30,4.1,4,10,93,9,30.17,0
31/12/2008,22:00,FALSE,1.123263889,48,30,4.1,4,10,90,5,30.18,0
1/1/2009,01:00,FALSE,1.064124783,47,3,3.8,4,10,93,8,30.17,0
1/1/2009,04:00,FALSE,0.752166378,47,3,3.8,4,10,89,7,30.18,0
1/1/2009,07:00,TRUE,0.440207972,47,3,3.8,4,5,93,9,30.18,0
1/1/2009,10:00,TRUE,0.128249567,47,3,3.8,4,4,89,5,30.21,9650
1/1/2009,13:00,TRUE,0.183708839,47,3,3.8,4,6,89,0,30.14,17059
1/1/2009,16:00,TRUE,0.495667244,47,3,3.8,2,7,83,6,30.09,6573
1/1/2009,19:00,FALSE,0.80762565,47,3,3.8,0,4,86,5,30.08,0
1/1/2009,22:00,FALSE,1.119584055,47,3,3.8,4,4,89,0,30.07,0
2/1/2009,01:00,FALSE,1.062283737,51,25,10.3,4,1.5,96,3,30.03,0
2/1/2009,04:00,FALSE,0.750865052,51,25,10.3,4,1.75,96,9,30.02,0
2/1/2009,07:00,TRUE,0.439446367,51,25,10.3,4,4,96,10,29.95,0
2/1/2009,10:00,TRUE,0.128027682,51,25,10.3,4,3,93,6,29.93,998
2/1/2009,13:00,TRUE,0.183391003,51,25,10.3,4,5,90,14,29.91,3831
2/1/2009,16:00,TRUE,0.494809689,51,25,10.3,2,10,74,16,29.92,4368
2/1/2009,19:00,FALSE,0.806228374,51,25,10.3,2,10,74,14,29.95,0
2/1/2009,22:00,FALSE,1.117647059,51,25,10.3,2,10,83,8,30,0
3/1/2009,01:00,FALSE,1.06044905,44,30,5.2,2,10,80,3,30.01,0
3/1/2009,04:00,FALSE,0.749568221,44,30,5.2,1,10,86,6,30.04,0
3/1/2009,07:00,TRUE,0.438687392,44,30,5.2,1,10,86,3,30.05,6
3/1/2009,10:00,TRUE,0.127806563,44,30,5.2,2,10,61,0,30.09,10848
3/1/2009,13:00,TRUE,0.183074266,44,30,5.2,3,10,54,7,30.05,20941
3/1/2009,16:00,TRUE,0.493955095,44,30,5.2,3,10,50,13,30.04,7581
3/1/2009,19:00,FALSE,0.804835924,44,30,5.2,1,10,68,3,30.05,0
3/1/2009,22:00,FALSE,1.115716753,44,30,5.2,1,10,76,8,30.07,0
4/1/2009,01:00,FALSE,1.062176166,42,27,2.4,0,10,76,0,30.08,0
4/1/2009,04:00,FALSE,0.751295337,42,27,2.4,0,10,73,0,30.1,0
4/1/2009,07:00,TRUE,0.440414508,42,27,2.4,0,10,76,3,30.13,13
4/1/2009,10:00,TRUE,0.129533679,42,27,2.4,2,10,71,0,30.21,11696
4/1/2009,13:00,TRUE,0.18134715,42,27,2.4,3,10,61,3,30.17,20749
4/1/2009,16:00,TRUE,0.492227979,42,27,2.4,3,10,52,0,30.17,6851
4/1/2009,19:00,FALSE,0.803108808,42,27,2.4,3,10,68,8,30.22,0
4/1/2009,22:00,FALSE,1.113989637,42,27,2.4,3,10,74,0,30.24,0
5/1/2009,01:00,FALSE,1.062176166,46,4,4.2,4,10,77,0,30.22,0
5/1/2009,04:00,FALSE,0.751295337,46,4,4.2,4,10,74,3,30.2,0
5/1/2009,07:00,TRUE,0.440414508,46,4,4.2,4,10,68,0,30.2,0
5/1/2009,10:00,TRUE,0.129533679,46,4,4.2,4,10,68,0,30.2,1847
5/1/2009,13:00,TRUE,0.18134715,46,4,4.2,4,1.5,93,0,30.16,4988
5/1/2009,16:00,TRUE,0.492227979,46,4,4.2,4,1.5,96,5,30.18,1175
5/1/2009,19:00,FALSE,0.803108808,46,4,4.2,4,6,93,0,30.21,0
5/1/2009,22:00,FALSE,1.113989637,46,4,4.2,3,9,86,7,30.25,0
6/1/2009,01:00,FALSE,1.062068966,49,17,3.5,4,9,86,0,30.25,0
6/1/2009,04:00,FALSE,0.751724138,49,17,3.5,4,10,93,0,30.27,0
6/1/2009,07:00,TRUE,0.44137931,49,17,3.5,4,8,86,6,30.26,0
6/1/2009,10:00,TRUE,0.131034483,49,17,3.5,4,8,86,6,30.3,2312
6/1/2009,13:00,TRUE,0.179310345,49,17,3.5,4,10,80,3,30.26,15975
6/1/2009,16:00,TRUE,0.489655172,49,17,3.5,3,10,80,0,30.25,7508
6/1/2009,19:00,FALSE,0.8,49,17,3.5,3,10,93,9,30.27,0
6/1/2009,22:00,FALSE,1.110344828,49,17,3.5,4,10,90,0,30.29,0
7/1/2009,01:00,FALSE,1.058419244,49,1,3.8,4,8,93,5,30.26,0
7/1/2009,04:00,FALSE,0.749140893,49,1,3.8,4,4,93,5,30.27,0
7/1/2009,07:00,TRUE,0.439862543,49,1,3.8,4,5,89,3,30.26,0
7/1/2009,10:00,TRUE,0.130584192,49,1,3.8,4,5,86,3,30.29,8716
7/1/2009,13:00,TRUE,0.178694158,49,1,3.8,1,5,80,0,30.23,20917
7/1/2009,16:00,TRUE,0.487972509,49,1,3.8,1,6,77,0,30.19,7239
7/1/2009,19:00,FALSE,0.797250859,49,1,3.8,0,9,86,6,30.17,0
7/1/2009,22:00,FALSE,1.10652921,49,1,3.8,0,7,86,8,30.16,0
8/1/2009,01:00,FALSE,1.058319039,48,4,3.8,2,5,89,7,30.15,0
8/1/2009,04:00,FALSE,0.749571184,48,4,3.8,4,4,89,6,30.18,0
8/1/2009,07:00,TRUE,0.440823328,48,4,3.8,4,4,93,3,30.19,0
8/1/2009,10:00,TRUE,0.132075472,48,4,3.8,3,2.5,83,5,30.22,8436
8/1/2009,13:00,TRUE,0.176672384,48,4,3.8,4,9,86,6,30.17,7129
8/1/2009,16:00,TRUE,0.48542024,48,4,3.8,2,9,80,7,30.18,7093
8/1/2009,19:00,FALSE,0.794168096,48,4,3.8,1,10,89,0,30.2,0
8/1/2009,22:00,FALSE,1.102915952,48,4,3.8,0,8,89,0,30.22,0
9/1/2009,01:00,FALSE,1.056506849,49,11,6.6,0,6,93,5,30.22,0
9/1/2009,04:00,FALSE,0.748287671,49,11,6.6,4,2,96,6,30.24,0
